N,P,K,temperature,humidity,ph,rainfall,label
103.11,49.14,46.46,38.29,91.67,7.16,24.85,muskmelon
107.97,45.61,40.43,29.82,89.62,6.48,37.72,muskmelon
105.55,45.57,53.13,32.66,93.77,6.85,31.54,muskmelon
80.33,54.3,52.27,28.68,88.82,6.57,20.93,muskmelon
105.27,52.36,58.09,32.91,92.06,6.28,34.09,muskmelon
92.9,56.26,49.54,37.27,89.36,6.88,30.13,muskmelon
110.91,48.1,46.89,30.36,88.37,7.13,37.09,muskmelon
87.53,52.13,50.23,34.5,89.15,7.13,33.65,muskmelon
108.65,57.87,43.89,28.44,94.95,6.53,20.09,muskmelon
105.02,57.03,52.51,38.77,89.41,6.78,24.11,muskmelon
106.09,58.4,55.4,37.84,90.23,7.15,25.16,muskmelon
87.04,45.38,43.07,34.29,89.1,6.08,34.04,muskmelon
106.77,59.71,46.37,36.47,93.88,6.11,30.19,muskmelon
109.48,56.33,57.36,29.25,91.56,6.56,34.95,muskmelon
99.58,55.9,50.11,38.14,95.55,6.34,30.26,muskmelon
93.61,53.35,50.64,36.58,93.31,6.56,26.55,muskmelon
86.66,59.67,54.45,29.44,92.25,6.14,22.07,muskmelon
91.6,48.83,51.56,39.77,93.25,6.89,24.05,muskmelon
110.55,54.83,41.39,28.27,88.32,7.01,28.02,muskmelon
96.38,53.98,56.08,35.54,95.61,7.19,31.03,muskmelon
108.11,54.64,58.46,30.06,95.65,6.98,38.77,muskmelon
109.6,55.03,41.07,36.63,90.21,6.59,24.79,muskmelon
106.97,43.82,42.42,28.84,93.03,7.4,33.32,muskmelon
106.94,46.98,54.04,28.97,89.62,7.09,23.05,muskmelon
104.43,47.85,52.09,33.6,92.38,6.79,34.28,muskmelon
100.74,54.96,47.65,39.93,94.17,6.31,20.23,muskmelon
87.91,54.32,50.78,31.32,95.52,6.97,33.12,muskmelon
113.71,56.67,54.07,35.35,90.71,6.89,23.26,muskmelon
118.57,55.77,50.09,34.22,93.55,7.02,23.61,muskmelon
98.66,51.92,42.8,38.11,93.73,7.17,31.18,muskmelon
117.33,42.8,41.79,31.46,89.77,7.37,27.51,muskmelon
119.92,52.71,48.78,34.66,93.03,7.42,29.43,muskmelon
99.45,57.74,58.46,39.41,93.24,6.95,26.18,muskmelon
108.97,52.86,51.16,31.99,94.11,7.45,39.07,muskmelon
105.75,57.91,47.16,33.27,96.0,7.37,25.81,muskmelon
89.49,59.98,58.17,38.67,88.32,6.0,30.84,muskmelon
81.88,47.18,47.77,31.99,89.62,6.96,37.09,muskmelon
98.13,54.47,50.18,32.57,89.16,6.27,33.28,muskmelon
111.49,50.8,42.33,31.65,89.24,6.44,26.46,muskmelon
93.01,49.1,54.75,37.71,91.63,6.45,31.05,muskmelon
111.38,44.8,54.01,39.16,95.03,6.72,21.66,muskmelon
106.19,44.92,55.88,35.57,91.59,6.02,30.91,muskmelon
107.82,43.7,46.5,35.48,93.35,6.35,28.63,muskmelon
91.43,52.63,48.72,32.68,91.01,6.04,35.16,muskmelon
98.8,42.84,43.37,28.15,90.56,6.98,36.96,muskmelon
87.27,48.63,59.29,30.09,94.67,7.33,23.99,muskmelon
89.86,50.47,41.72,29.77,93.24,7.5,21.63,muskmelon
83.59,48.76,52.98,29.39,90.81,6.67,27.81,muskmelon
85.07,57.1,54.11,35.85,95.31,6.39,30.68,muskmelon
88.42,48.86,43.15,29.64,91.99,7.28,27.54,muskmelon
103.21,41.66,47.31,29.03,89.51,6.17,32.57,muskmelon
97.65,59.84,40.86,32.59,91.87,7.46,30.11,muskmelon
90.68,56.9,51.13,30.99,93.4,7.07,38.73,muskmelon
114.44,53.2,59.9,29.75,90.94,6.76,28.19,muskmelon
101.01,55.13,48.6,29.75,94.75,6.14,21.65,muskmelon
116.92,42.56,59.8,31.07,92.27,6.03,26.04,muskmelon
105.4,55.32,42.52,34.44,91.74,6.82,32.12,muskmelon
80.63,44.15,47.85,37.1,94.87,6.62,25.12,muskmelon
116.54,49.78,58.04,38.23,91.7,7.26,25.38,muskmelon
114.3,43.56,57.53,37.02,91.32,6.96,26.79,muskmelon
105.41,55.08,46.47,35.54,88.83,6.65,34.92,muskmelon
101.39,44.92,53.57,38.89,90.9,6.34,38.8,muskmelon
98.12,45.06,57.72,34.24,91.18,6.72,27.01,muskmelon
99.29,42.18,55.34,35.6,89.44,6.24,23.91,muskmelon
110.77,54.41,52.57,32.94,92.7,7.0,28.41,muskmelon
100.53,45.92,43.05,31.93,89.15,6.91,27.04,muskmelon
87.04,50.37,41.46,31.98,89.79,7.22,39.8,muskmelon
82.33,46.64,52.29,29.78,92.49,6.67,29.28,muskmelon
85.05,55.49,50.01,37.56,90.15,6.42,33.59,muskmelon
90.06,44.53,44.76,28.66,93.12,7.25,38.28,muskmelon
94.71,58.82,45.86,36.1,93.52,7.04,32.58,muskmelon
115.7,46.43,47.84,38.37,90.41,7.06,24.99,muskmelon
89.56,42.08,49.91,33.97,88.7,6.79,32.15,muskmelon
92.78,44.81,47.81,28.84,91.92,7.31,28.04,muskmelon
88.92,41.48,47.75,33.14,88.74,6.34,28.45,muskmelon
101.83,49.37,42.31,32.12,92.12,6.6,39.59,muskmelon
104.68,45.01,57.31,39.83,93.81,7.19,25.57,muskmelon
101.29,57.72,52.18,36.3,92.96,6.2,29.38,muskmelon
118.07,50.34,42.92,36.66,91.59,7.21,23.2,muskmelon
119.82,44.67,48.48,34.19,95.57,6.53,23.57,muskmelon
113.5,49.03,48.33,36.51,88.81,6.19,32.07,muskmelon
112.21,43.92,52.01,36.67,95.04,6.12,35.02,muskmelon
94.64,43.57,52.18,28.8,94.4,7.26,32.73,muskmelon
103.19,46.01,52.9,30.67,91.36,7.17,26.59,muskmelon
94.06,42.17,53.96,28.16,89.22,6.43,21.19,muskmelon
111.37,43.77,42.07,34.12,89.25,6.17,29.41,muskmelon
86.87,58.76,46.1,38.51,95.37,6.37,30.09,muskmelon
88.67,53.34,40.35,35.31,89.87,6.32,35.41,muskmelon
81.55,58.42,49.09,34.0,94.99,7.1,32.81,muskmelon
104.36,45.14,48.59,39.11,92.03,6.32,37.43,muskmelon
107.54,57.14,54.69,30.07,91.69,6.32,35.66,muskmelon
80.13,47.25,43.34,28.9,92.96,6.05,27.32,muskmelon
100.43,42.88,52.63,39.01,89.72,6.9,32.64,muskmelon
95.07,56.09,46.13,38.83,91.43,7.03,34.95,muskmelon
111.7,41.19,47.64,36.2,95.51,6.98,39.14,muskmelon
81.56,48.1,54.39,30.95,89.91,6.85,28.45,muskmelon
81.94,56.39,41.43,39.64,95.37,7.45,32.97,muskmelon
104.81,52.34,46.86,37.18,95.95,6.71,27.85,muskmelon
18.45,106.23,179.66,8.95,90.38,6.33,109.91,apple
22.8,95.23,168.8,14.98,90.28,5.5,105.56,apple
22.98,91.38,205.09,17.29,88.82,6.03,124.46,apple
3.93,143.52,155.57,16.98,92.25,5.76,129.59,apple
5.1,95.3,152.57,13.35,90.86,5.91,121.49,apple
18.87,96.87,177.48,16.51,93.29,5.92,119.75,apple
15.78,137.9,169.91,14.59,89.57,5.89,127.7,apple
22.63,126.49,195.79,9.62,87.31,6.39,111.37,apple
7.85,113.98,142.94,7.73,94.62,6.04,106.66,apple
21.2,125.7,183.24,11.8,94.28,6.4,117.75,apple
17.09,141.42,189.75,7.81,89.51,6.23,111.51,apple
4.89,95.47,208.03,12.14,92.9,5.85,116.28,apple
3.16,103.4,150.2,17.78,90.92,5.99,116.41,apple
17.57,137.32,157.24,17.98,93.61,5.89,112.97,apple
3.96,132.94,205.27,7.44,89.9,6.33,117.16,apple
19.86,144.68,184.14,7.9,91.36,5.69,114.5,apple
13.93,107.26,142.66,15.71,86.58,6.44,107.83,apple
11.92,141.97,145.41,13.5,87.75,6.08,126.67,apple
6.89,108.9,194.98,8.94,93.82,6.11,122.53,apple
24.6,129.33,179.72,17.47,89.82,6.02,106.03,apple
18.05,138.55,179.58,9.81,86.35,6.05,107.89,apple
19.45,99.39,201.59,8.02,87.68,6.17,107.41,apple
19.22,101.31,156.88,16.74,90.12,6.16,106.54,apple
14.6,121.95,151.23,14.91,93.18,5.71,106.48,apple
23.49,136.41,182.97,12.13,89.63,6.08,108.93,apple
14.6,94.34,201.77,16.01,93.45,5.85,126.2,apple
13.0,136.8,158.57,18.85,94.58,6.14,125.71,apple
6.84,108.87,187.69,7.44,89.41,6.05,124.58,apple
7.04,112.34,150.67,15.16,94.0,5.68,120.37,apple
18.42,108.69,152.03,9.84,87.27,6.23,123.09,apple
8.37,140.13,203.11,13.16,90.15,5.96,123.46,apple
18.22,97.19,148.26,12.51,86.98,6.05,127.23,apple
23.82,121.59,141.7,12.07,86.53,6.17,123.31,apple
10.98,98.15,194.25,9.47,86.65,6.15,123.41,apple
2.43,141.07,165.38,17.43,87.05,6.25,125.1,apple
16.66,133.89,167.77,11.93,94.36,5.71,118.91,apple
0.24,102.86,195.99,18.53,91.44,5.61,110.33,apple
19.68,106.38,152.6,11.61,95.47,6.17,107.11,apple
13.14,110.98,185.52,17.92,91.38,5.74,115.48,apple
12.24,112.3,161.95,14.08,92.29,5.61,107.29,apple
14.24,134.95,147.3,12.01,87.84,5.63,109.23,apple
12.91,121.05,188.12,16.15,91.41,5.81,105.6,apple
8.09,113.54,162.31,17.23,89.85,6.49,112.51,apple
7.04,129.57,200.66,13.27,95.31,5.66,129.25,apple
10.38,115.18,204.33,12.53,95.34,5.8,114.47,apple
22.37,97.05,199.43,14.51,87.98,6.42,111.02,apple
3.38,95.91,162.56,14.61,92.2,6.46,115.09,apple
8.12,107.93,156.56,12.53,92.38,5.73,112.53,apple
4.81,123.16,202.5,16.85,91.63,6.38,121.85,apple
10.68,97.42,171.71,12.2,87.24,5.64,120.86,apple
3.34,120.26,189.54,12.89,92.54,6.26,105.68,apple
19.02,104.83,197.9,14.87,93.99,5.51,117.78,apple
2.59,128.25,159.44,19.83,89.45,5.91,105.9,apple
16.63,91.55,148.34,10.39,91.15,5.75,121.93,apple
6.69,115.8,183.74,10.02,87.16,6.2,128.4,apple
11.8,92.87,181.31,9.3,95.31,5.52,127.69,apple
5.0,108.18,158.91,15.96,87.1,5.96,110.14,apple
18.26,90.86,180.93,12.84,88.08,6.2,123.57,apple
23.71,115.8,195.33,12.05,88.98,5.55,124.83,apple
5.54,132.19,164.5,9.65,94.26,6.4,126.61,apple
23.83,95.51,156.96,18.58,93.01,5.86,111.49,apple
8.13,130.44,190.75,12.76,86.07,5.67,116.27,apple
13.95,122.13,195.01,14.9,87.84,5.73,110.54,apple
17.54,117.75,206.8,8.46,93.5,5.84,105.61,apple
4.98,122.97,150.33,8.4,90.04,5.7,121.48,apple
11.12,108.47,202.25,7.88,86.26,6.01,115.79,apple
1.7,129.07,193.56,11.78,95.64,6.13,111.2,apple
17.43,132.88,189.13,13.15,87.51,5.93,126.18,apple
10.42,132.8,161.91,10.18,91.1,5.93,117.39,apple
22.29,104.82,141.55,11.55,88.48,6.28,129.87,apple
6.85,125.96,175.53,7.08,93.37,5.8,124.83,apple
23.09,98.15,160.0,11.56,93.77,6.12,126.73,apple
3.53,117.25,160.29,8.55,89.97,6.39,124.33,apple
15.17,90.14,204.9,8.67,92.58,5.72,107.65,apple
7.7,100.65,150.71,7.06,95.09,6.12,106.63,apple
4.54,124.75,205.4,16.05,94.15,6.45,127.88,apple
2.35,138.09,175.27,19.11,90.15,6.03,108.45,apple
16.39,92.7,198.68,15.08,90.41,6.48,114.78,apple
5.83,120.72,159.85,8.25,94.87,5.81,120.25,apple
14.32,125.02,184.37,19.87,86.34,6.06,110.3,apple
24.49,141.28,178.96,19.68,86.23,5.81,110.63,apple
7.9,126.03,204.69,13.09,88.06,5.5,116.66,apple
0.87,95.67,152.55,8.4,94.28,6.5,114.02,apple
3.57,98.07,154.32,16.37,87.53,5.74,121.91,apple
2.98,124.97,206.43,19.5,88.85,6.47,106.88,apple
11.58,101.86,146.86,17.12,92.29,6.15,117.22,apple
18.62,141.06,184.43,15.11,87.84,6.4,109.36,apple
7.41,140.64,144.24,14.94,89.03,6.47,120.17,apple
3.65,142.18,145.39,19.71,90.67,6.07,107.91,apple
16.02,106.11,181.8,7.95,88.28,6.5,109.94,apple
7.53,129.43,178.6,8.94,95.92,6.27,125.1,apple
14.38,126.47,180.11,17.8,87.63,6.02,110.88,apple
23.34,91.96,173.16,8.89,94.5,6.15,123.43,apple
7.28,104.61,191.97,11.98,90.7,5.69,111.83,apple
12.81,101.37,209.45,10.66,87.29,5.51,110.88,apple
20.17,110.39,159.3,10.16,87.18,5.76,112.48,apple
17.29,142.42,162.64,7.33,91.0,5.93,127.02,apple
18.79,136.51,162.61,14.36,89.54,5.73,114.93,apple
19.31,106.14,193.43,12.22,88.35,6.01,111.09,apple
13.5,119.15,164.36,14.17,95.59,6.16,118.42,apple
13.4,100.57,187.37,10.96,90.63,6.16,114.64,apple
17.97,105.26,171.21,19.24,95.29,6.39,124.75,apple
17.44,93.58,182.55,14.69,87.64,6.47,129.76,apple
16.75,125.34,198.03,19.5,87.83,6.39,118.16,apple
9.55,126.13,175.98,11.55,91.96,6.12,116.29,apple
20.71,136.12,173.26,7.03,88.7,5.71,113.58,apple
5.91,137.94,158.69,17.16,87.85,6.44,129.33,apple
3.89,98.8,176.11,17.76,86.95,5.67,117.08,apple
8.63,130.87,158.37,7.76,86.76,5.65,109.45,apple
6.35,97.41,199.05,15.13,93.53,5.82,129.23,apple
16.58,110.55,167.22,15.59,88.82,6.07,129.02,apple
5.78,118.35,149.04,8.89,95.78,6.18,115.89,apple
16.41,92.72,156.8,14.18,87.83,5.51,113.7,apple
12.83,98.62,177.42,10.16,89.54,6.28,122.01,apple
3.81,104.91,204.14,7.21,89.75,5.68,125.72,apple
6.46,97.01,161.04,18.27,91.0,5.8,117.46,apple
13.04,141.38,158.51,13.39,94.71,5.82,113.27,apple
18.33,105.86,168.46,17.16,94.35,5.83,112.53,apple
9.96,117.56,207.74,16.4,86.1,6.26,113.16,apple
5.82,144.81,199.17,19.92,90.09,5.54,107.95,apple
21.68,5.22,6.77,14.75,93.55,6.83,117.46,orange
11.57,5.68,6.49,21.57,91.07,7.24,120.61,orange
15.97,12.94,5.28,11.72,90.3,7.08,126.19,orange
22.52,8.76,12.22,18.34,95.96,7.29,122.54,orange
16.06,11.68,8.25,18.91,92.67,7.22,107.55,orange
14.42,12.39,6.69,10.33,91.14,6.41,114.17,orange
24.22,9.22,10.12,10.54,89.98,7.49,118.81,orange
11.9,6.43,8.23,14.62,89.25,7.41,123.87,orange
23.27,8.87,8.93,19.14,93.05,6.65,118.59,orange
10.93,13.71,8.16,24.44,91.88,6.07,124.44,orange
16.2,8.31,5.04,11.36,94.48,6.46,125.94,orange
19.48,5.63,11.88,20.55,91.54,7.25,111.63,orange
15.55,14.59,6.11,20.39,91.82,7.43,120.4,orange
18.02,11.81,7.19,20.04,90.77,7.25,118.93,orange
13.06,10.41,6.9,17.74,93.63,6.6,110.68,orange
18.54,13.29,8.31,24.5,90.15,6.08,117.25,orange
12.02,9.11,6.6,17.53,94.52,6.78,118.71,orange
21.94,14.85,8.47,22.57,89.27,6.56,125.43,orange
18.76,13.58,7.43,13.94,92.93,6.18,116.52,orange
17.23,7.81,5.61,22.09,94.93,6.16,107.02,orange
10.82,8.71,13.71,24.95,93.69,6.23,117.18,orange
17.5,7.76,8.06,23.65,89.43,6.31,125.95,orange
18.45,11.59,5.95,14.56,93.06,7.13,119.28,orange
13.99,11.39,10.22,22.69,88.07,6.57,112.97,orange
20.16,10.23,6.23,11.43,86.58,6.66,128.02,orange
11.15,14.66,12.73,20.17,93.91,6.9,108.89,orange
13.13,9.72,5.62,15.13,94.08,7.44,113.17,orange
21.06,12.84,9.65,19.88,86.23,7.13,115.93,orange
12.21,11.58,14.44,16.18,95.48,6.97,123.45,orange
13.68,10.18,6.59,10.14,90.46,7.12,125.89,orange
19.76,5.42,7.01,13.47,95.05,7.08,106.46,orange
20.93,11.57,11.0,10.64,93.88,7.04,124.8,orange
10.77,11.43,14.8,16.41,95.01,6.74,123.01,orange
11.9,6.25,8.86,22.6,94.33,6.85,127.37,orange
16.69,12.96,11.49,21.07,95.74,6.69,127.51,orange
18.89,9.67,6.52,21.83,92.29,6.59,124.44,orange
16.81,8.24,11.41,22.11,88.27,6.41,109.76,orange
19.71,13.24,7.53,15.58,89.9,6.53,112.85,orange
21.34,8.43,11.13,17.59,93.52,6.64,128.41,orange
24.24,11.22,5.89,17.63,87.57,6.87,119.95,orange
15.25,11.18,10.25,11.7,95.3,6.75,118.47,orange
12.45,5.53,7.37,18.97,88.05,6.16,127.89,orange
13.96,9.23,11.82,20.8,94.76,6.51,126.85,orange
12.22,7.23,12.48,19.16,90.84,6.56,123.19,orange
15.91,7.0,13.48,21.19,94.41,7.06,127.06,orange
23.09,11.55,14.92,11.78,95.58,6.5,107.85,orange
15.21,5.11,9.59,21.42,90.22,6.01,123.94,orange
12.23,14.69,11.71,13.12,92.97,6.13,129.14,orange
17.84,8.95,5.18,23.15,88.27,6.75,106.22,orange
24.88,7.99,14.05,13.67,94.01,6.28,110.58,orange
12.82,14.2,11.16,17.38,94.2,6.74,124.85,orange
21.67,9.87,9.21,17.31,88.95,6.86,118.0,orange
22.35,11.14,9.34,14.03,86.24,7.4,107.17,orange
16.02,11.96,12.58,15.43,90.31,6.98,111.7,orange
19.29,13.71,13.33,12.78,87.7,6.05,113.1,orange
16.49,6.3,13.08,18.55,94.19,6.57,113.03,orange
13.93,5.82,10.11,23.7,88.61,7.19,126.94,orange
16.39,14.94,8.71,14.75,95.44,6.39,121.55,orange
11.43,5.09,14.46,17.62,95.72,7.39,123.37,orange
20.6,12.08,11.34,22.93,95.09,6.79,105.34,orange
22.44,11.11,10.44,16.79,92.0,6.14,115.69,orange
14.61,10.53,10.98,22.47,88.67,6.36,112.95,orange
18.5,12.86,11.3,16.7,94.07,7.36,126.3,orange
13.48,14.92,12.13,16.6,93.02,7.49,128.85,orange
11.91,5.47,10.53,12.36,95.77,7.29,115.58,orange
19.95,11.15,13.75,11.87,89.77,6.48,129.33,orange
12.01,12.17,13.6,19.17,86.59,7.15,105.36,orange
21.73,8.06,9.42,22.41,95.98,6.33,113.14,orange
14.08,13.93,6.69,12.03,94.38,6.58,124.37,orange
22.28,9.57,10.77,23.65,88.21,7.05,114.0,orange
15.53,6.64,11.21,15.38,93.26,7.45,128.02,orange
15.53,13.54,10.23,16.38,86.01,6.66,110.46,orange
21.26,14.43,13.91,23.42,91.58,6.74,124.89,orange
17.65,6.0,5.93,23.44,89.63,6.33,110.04,orange
13.01,12.52,7.87,17.87,89.81,6.6,109.93,orange
22.76,7.15,13.66,14.15,88.45,6.09,116.14,orange
15.1,5.07,14.39,12.58,88.75,7.29,128.62,orange
11.54,7.61,9.26,14.07,90.55,6.04,119.64,orange
16.24,13.55,6.93,21.71,88.48,7.03,120.88,orange
18.61,6.41,9.2,14.87,90.66,6.41,105.24,orange
19.15,6.31,9.56,20.42,91.77,6.71,106.42,orange
22.53,12.39,10.2,12.93,93.11,6.42,106.67,orange
18.12,9.06,7.74,17.18,92.77,6.6,125.49,orange
13.36,6.48,8.13,15.28,88.42,6.82,110.92,orange
13.92,7.3,11.56,17.55,86.39,6.96,113.22,orange
11.51,12.95,11.22,18.55,94.33,7.41,120.25,orange
21.04,11.23,11.62,24.86,94.72,6.5,119.6,orange
11.59,12.61,8.77,23.5,95.79,6.88,115.26,orange
19.09,5.98,8.36,20.44,95.6,7.35,105.11,orange
18.95,9.58,8.52,12.31,92.34,6.44,116.24,orange
21.78,12.97,14.51,23.79,94.94,7.3,123.47,orange
11.12,7.66,8.95,23.39,90.48,7.44,110.88,orange
13.04,6.69,11.06,23.3,93.87,7.27,122.71,orange
23.64,8.82,10.23,17.19,95.55,6.85,105.38,orange
18.58,8.33,13.76,12.56,93.96,7.08,127.7,orange
16.87,6.85,8.69,21.32,90.16,6.72,128.75,orange
21.22,14.54,9.34,15.83,89.78,6.9,105.06,orange
23.54,9.83,13.43,15.17,88.92,7.46,116.45,orange
13.95,11.08,6.61,15.86,89.67,6.38,115.35,orange
23.52,6.21,10.94,18.39,94.21,7.19,126.05,orange
11.63,11.1,9.0,15.0,93.02,6.76,118.52,orange
24.67,10.55,14.86,20.35,88.5,6.27,120.28,orange
12.47,14.32,12.21,19.72,93.12,6.97,110.06,orange
13.99,9.12,5.11,17.63,89.79,7.19,106.93,orange
11.45,12.82,13.39,10.81,91.58,6.85,122.31,orange
22.06,8.04,12.03,24.05,89.7,7.26,120.52,orange
24.76,10.79,10.61,16.18,91.22,6.55,125.81,orange
14.45,14.27,7.36,16.74,93.3,7.37,126.12,orange
14.88,11.25,6.49,16.84,93.31,6.97,120.78,orange
14.18,12.11,11.28,15.48,93.53,7.2,118.46,orange
12.32,13.76,9.4,20.12,89.91,6.41,127.85,orange
21.81,14.25,13.62,10.21,92.9,6.67,125.03,orange
10.91,7.08,7.62,23.1,88.39,7.36,127.06,orange
24.52,6.96,11.38,11.54,90.77,6.08,129.9,orange
23.91,10.5,7.49,25.0,91.83,6.61,115.09,orange
11.78,14.96,11.36,19.42,92.86,7.17,122.92,orange
17.94,9.9,5.48,10.99,95.12,7.12,122.2,orange
24.89,8.31,8.92,18.44,89.05,7.28,109.35,orange
22.79,10.37,6.73,14.97,94.45,7.11,120.91,orange
20.73,5.64,11.06,24.3,89.11,7.42,115.7,orange
51.27,28.78,49.43,31.71,89.78,6.01,160.43,papaya
44.5,33.41,49.04,32.64,91.35,6.76,153.08,papaya
58.62,51.94,45.8,31.83,91.61,6.08,159.06,papaya
57.45,47.15,64.03,32.66,88.25,6.11,174.2,papaya
53.31,52.88,68.93,25.74,88.05,6.78,164.8,papaya
43.92,51.46,58.83,35.07,94.04,6.69,155.15,papaya
53.92,34.38,68.36,27.43,86.76,6.56,159.38,papaya
42.5,43.97,66.52,34.04,90.93,6.82,178.61,papaya
48.48,36.36,46.54,34.72,87.92,6.85,162.96,papaya
49.31,45.91,44.61,31.81,89.2,6.46,163.25,papaya
62.09,35.45,46.35,31.18,88.77,7.0,154.59,papaya
50.39,25.04,42.89,25.31,93.09,6.36,159.14,papaya
54.96,27.82,57.49,29.23,90.56,6.17,174.44,papaya
61.87,48.13,48.48,31.34,88.99,6.85,173.59,papaya
50.64,27.52,67.39,24.98,94.31,6.42,163.06,papaya
62.09,42.98,58.4,25.34,86.86,6.87,176.81,papaya
43.41,50.73,50.79,35.92,93.66,6.06,161.41,papaya
49.12,47.23,69.54,27.99,88.48,6.11,175.93,papaya
42.37,37.4,68.6,28.2,95.18,6.04,150.95,papaya
54.02,31.26,63.36,27.02,86.06,6.6,160.42,papaya
63.93,52.68,63.75,31.75,91.57,6.83,175.65,papaya
56.42,41.99,69.32,29.68,92.22,6.4,177.04,papaya
55.65,37.16,58.01,33.49,91.77,6.09,172.69,papaya
46.95,53.26,66.4,30.15,94.15,6.37,170.1,papaya
63.28,31.45,41.94,24.18,87.12,6.35,174.47,papaya
51.79,38.27,56.62,29.79,90.16,6.64,171.23,papaya
46.68,28.26,55.08,24.66,94.64,6.65,157.63,papaya
64.69,28.75,41.13,33.92,94.89,6.1,163.99,papaya
50.58,36.96,42.61,25.36,90.98,6.42,169.82,papaya
49.29,45.99,40.66,26.6,91.58,6.64,167.63,papaya
40.87,35.17,48.82,29.52,93.64,6.26,176.55,papaya
44.46,45.69,41.61,26.34,93.8,6.41,164.22,papaya
60.23,49.16,52.69,30.47,94.88,6.61,155.34,papaya
52.07,51.33,64.38,29.53,94.44,6.4,156.44,papaya
63.87,26.34,58.41,35.43,90.14,6.03,175.38,papaya
42.1,48.21,60.21,25.06,92.5,6.22,150.26,papaya
55.4,29.41,40.95,30.92,90.83,6.78,176.07,papaya
58.0,45.95,65.19,32.64,87.18,6.25,151.67,papaya
55.53,36.15,44.39,25.53,94.22,6.82,161.75,papaya
53.25,46.23,49.08,31.64,92.02,6.47,174.01,papaya
54.46,31.41,55.5,34.37,86.58,6.47,162.23,papaya
57.24,44.35,67.9,33.45,92.77,6.77,174.67,papaya
61.58,28.77,69.94,35.22,88.83,6.38,153.01,papaya
48.41,30.09,63.48,32.65,86.69,6.24,165.35,papaya
51.49,43.43,61.88,28.73,92.07,6.11,167.47,papaya
55.9,35.1,55.83,35.05,93.32,6.67,176.73,papaya
47.86,46.11,59.97,26.7,91.17,6.47,152.81,papaya
44.47,45.55,44.33,31.0,86.06,6.81,160.16,papaya
64.15,43.65,48.08,33.19,91.77,6.46,169.78,papaya
44.87,46.92,69.54,34.47,86.07,6.41,179.4,papaya
45.82,48.82,69.39,35.0,95.26,6.3,175.45,papaya
55.47,52.34,49.69,25.02,88.67,6.2,175.39,papaya
41.93,27.42,47.23,32.71,94.71,6.83,165.52,papaya
40.85,42.15,46.89,26.45,86.12,6.1,166.93,papaya
41.6,47.46,54.55,33.35,86.97,6.9,175.76,papaya
43.08,31.51,46.71,32.41,90.51,6.03,176.09,papaya
50.73,32.91,59.45,26.18,93.59,6.52,174.07,papaya
60.73,33.01,42.24,33.99,95.43,6.06,174.56,papaya
48.55,42.17,43.11,29.54,91.21,6.78,176.39,papaya
50.69,35.99,48.31,30.53,89.55,6.21,153.41,papaya
55.01,44.98,63.32,35.66,86.45,6.57,158.78,papaya
47.55,43.31,49.7,31.88,91.84,6.92,179.28,papaya
50.81,44.71,54.12,31.06,89.8,6.65,166.34,papaya
49.66,32.57,59.7,24.2,95.09,6.18,155.29,papaya
48.55,48.02,63.66,26.39,90.8,6.8,165.09,papaya
49.71,44.92,49.21,24.32,93.65,6.44,169.37,papaya
40.28,28.92,61.93,28.0,94.48,6.01,174.85,papaya
62.16,31.01,48.58,28.13,86.98,6.49,174.37,papaya
64.43,34.03,59.33,30.36,90.41,6.81,151.48,papaya
61.56,53.08,53.53,32.28,94.94,6.43,163.61,papaya
40.14,34.79,67.8,26.15,90.24,6.76,150.62,papaya
58.77,25.6,69.46,31.22,91.65,6.71,176.64,papaya
54.33,29.25,63.22,35.0,94.73,6.46,155.22,papaya
42.35,25.97,67.46,26.22,88.33,6.32,168.75,papaya
63.32,37.09,44.1,31.91,94.95,6.73,167.12,papaya
59.41,48.91,59.63,24.55,89.97,6.37,168.77,papaya
43.63,38.51,45.95,30.37,91.93,6.17,166.9,papaya
64.1,50.17,48.31,32.9,89.28,6.32,171.47,papaya
43.15,26.43,55.68,24.41,91.27,6.88,168.78,papaya
51.37,39.09,62.26,28.0,86.49,6.28,152.71,papaya
43.97,48.61,61.64,34.54,86.65,6.23,161.0,papaya
43.75,45.24,66.08,26.71,90.15,6.13,166.4,papaya
64.2,50.58,56.78,32.67,89.35,6.06,159.76,papaya
54.3,33.22,67.79,31.35,92.16,6.98,172.81,papaya
46.48,40.03,66.64,25.96,86.38,6.54,159.54,papaya
59.41,45.31,65.47,32.9,87.68,6.73,174.86,papaya
61.88,30.05,46.89,30.38,88.1,6.77,154.4,papaya
62.94,49.47,55.94,25.34,90.4,6.35,173.08,papaya
63.32,34.34,62.09,35.39,88.47,6.8,155.5,papaya
62.64,27.8,69.28,29.9,87.38,6.96,165.84,papaya
55.97,47.97,40.35,32.94,91.98,6.74,159.62,papaya
48.56,46.15,49.81,26.61,93.44,6.71,169.12,papaya
63.14,51.51,50.27,25.65,92.85,6.43,156.38,papaya
43.06,51.76,48.66,32.9,88.76,6.84,173.86,papaya
44.22,33.36,64.52,32.09,94.54,6.09,167.21,papaya
50.85,44.24,41.35,27.29,92.12,6.75,178.72,papaya
47.09,54.97,50.78,32.96,92.15,6.36,171.35,papaya
55.39,32.31,61.35,30.06,88.13,6.57,168.22,papaya
62.63,39.19,52.2,28.18,88.42,6.89,174.87,papaya
52.28,52.3,44.32,33.44,90.75,6.61,156.59,papaya
